id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm447159,The Kindness of Strangers,MOVIE,"Clara and her two sons escape from her abusive husband with little more than their car and plan to start over in New York. After the car towed away, the family meets Alice, who gets them into an emergency shelter. While stealing food at a Russian restaurant called ‘Winter Palace’, Clara meets Marc, who has been given the chance to help the old eatery regain its former glory. The ‘Winter Palace’ soon becomes a place of unexpected encounters between people who are all undergoing some sort of crisis and whom fate has now brought together.",2019,,112,"['drama', 'european']","['US', 'FR', 'SE', 'GB', 'DE', 'DK', 'CA']",,tt6515910,6.4,3515.0,7.398,6.5
tm852996,Captain Underpants: Epic Choice-o-rama,MOVIE,"In this interactive special, Harold and George need your decision-making skills to stop Krupp from blowing their beloved treehouse to smithereens.",2020,,37,"['fantasy', 'comedy', 'family', 'scifi', 'animation', 'action']",['US'],,tt11604750,6.4,80.0,4.947,8.5
ts225912,Biohackers,SHOW,Mia goes to medical school to get close to a professor she suspects had a hand in her past family tragedy and gets tangled in the world of biohacking.,2020,TV-MA,42,"['scifi', 'thriller', 'drama']",['DE'],2.0,tt9849210,6.8,9346.0,13.252,7.5
ts215341,The Gentlemen's League,SHOW,"These former sports superstars were record-breaking Olympians; but on the soccer field, they’re all just middle-aged dads trying to do their best.",2019,TV-G,96,['reality'],['KR'],2.0,,,,15.88,8.0
tm676311,Sightless,MOVIE,"After an attack renders her blind, Ellen Ashland withdraws from the world to recover. But soon she plunges into paranoia, unable to convince anyone that her assailant has returned to terrorize her by hiding in plain sight.",2020,,89,"['drama', 'thriller', 'horror']",['US'],,tt10303430,5.5,8113.0,12.49,7.0
tm847430,Words Bubble Up Like Soda Pop,MOVIE,"After meeting one bright, sunny day, a shy boy who expresses himself through haiku and a bubbly but self-conscious girl share a brief, magical summer.",2020,,87,['drama'],['JP'],,,,,22.9,7.4
tm893480,Project Power,MOVIE,"An ex-soldier, a teen and a cop collide in New Orleans as they hunt for the source behind a dangerous new pill that grants users temporary superpowers.",2020,R,111,"['action', 'crime', 'scifi', 'thriller']",['US'],,tt7550000,6.0,83973.0,24.787,6.6
ts250912,Fear City: New York vs The Mafia,SHOW,"New York City in the 1970s was ruled with a bloody fist by five mafia families, until a group of federal agents tried the unthinkable: taking them down.",2020,TV-MA,52,"['crime', 'documentation']",['US'],1.0,tt12588372,7.1,7215.0,9.525,6.9
ts190462,Gentefied,SHOW,The Morales cousins scramble to save their grandfather's taco shop - and pursue their own dreams - as gentrification shakes up their LA neighborhood.,2020,TV-MA,30,"['comedy', 'drama']",['US'],2.0,tt10037034,7.3,2641.0,11.096,7.8
ts187541,Hotel Del Luna,SHOW,"When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.",2019,TV-14,80,"['action', 'comedy', 'drama', 'fantasy', 'horror', 'romance', 'scifi']",['KR'],1.0,tt10220588,8.2,7832.0,34.492,8.7
ts105542,The Baker and the Beauty,SHOW,A blue-collar baker strikes up a relationship with an international superstar. US version of the Israeli romantic comedy series 'The Baker and the Beauty'.,2020,TV-14,44,"['romance', 'comedy', 'drama']",['US'],1.0,tt9164986,7.5,4160.0,12.087,8.1
ts89075,Her Private Life,SHOW,"An art curator's life unravels, as she tries to keep her pastime as a die-hard K-pop fan secret from her gallery's new director.",2019,TV-14,74,"['drama', 'comedy', 'romance']",['KR'],2.0,tt9899340,7.7,3665.0,28.219,7.9
tm420455,Rim of the World,MOVIE,"Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world.",2019,PG,99,"['comedy', 'scifi', 'action']",['US'],,tt8179388,5.2,23651.0,15.126,6.0
ts237109,Control Z,SHOW,"When a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant Sofía works to uncover his/her identity.",2020,TV-MA,36,"['drama', 'thriller']",['MX'],2.0,tt11937662,6.9,8235.0,83.181,8.2
ts86978,Power Rangers Beast Morphers,SHOW,"Set in the future, a secret agency combines a newly discovered substance called ""Morph-X"" with animal DNA to create the Power Rangers Beast Morphers team. The Rangers must fight off an evil sentient computer virus bent on taking over the source of all Ranger power, the Morphin Grid itself.",2019,TV-Y7,23,"['animation', 'scifi', 'action', 'comedy', 'drama', 'fantasy', 'thriller']",['ES'],2.0,tt8022978,6.5,585.0,1.802,9.7
tm924991,Death of Me,MOVIE,"A couple on holiday on a remote South Pacific island awaken one morning with a hang over and no recollection of what transpired. When playing back a video of the previous night, they see they participated in a local ritual that somehow ends with him murdering her.",2020,R,95,"['horror', 'thriller']","['TH', 'US']",,tt1830643,4.4,6041.0,42.246,5.0
ts215046,Capitani,SHOW,"In a Luxembourg village where everyone is keeping secrets, gruff police inspector Luc Capitani investigates the suspicious death of a 15-year-old girl.",2019,TV-MA,28,"['thriller', 'crime', 'drama']",['LU'],2.0,tt10483610,6.6,4355.0,8.731,6.8
tm846964,A Fall from Grace,MOVIE,"When a law-abiding woman gets indicted for murdering her husband, her lawyer soon realizes that a larger conspiracy may be at work.",2020,,120,"['fantasy', 'thriller', 'drama']",['US'],,tt11390036,5.8,15029.0,12.851,7.1
tm436778,The Best of Enemies,MOVIE,"Centers on the unlikely relationship between Ann Atwater, an outspoken civil rights activist, and C.P. Ellis, a local Ku Klux Klan leader who reluctantly co-chaired a community summit, battling over the desegregation of schools in Durham, North Carolina during the racially-charged summer of 1971. The incredible events that unfolded would change Durham and the lives of Atwater and Ellis forever.",2019,PG-13,133,"['drama', 'history']",['US'],,tt4807408,7.3,16441.0,18.706,7.4
ts189422,Home for Christmas,SHOW,The constant comments on single life of 30 year old Johanne and society's expectations of the perfect family Christmas finally gets to her. Johanne starts a 24 day hunt for a partner to bring home for Christmas.,2019,TV-MA,29,"['comedy', 'drama', 'romance']",['NO'],2.0,tt10069398,7.7,13670.0,13.653,7.3
ts88151,Quicksand,SHOW,"After a tragedy at a school sends shock waves through a wealthy Stockholm suburb, a seemingly well-adjusted teen finds herself on trial for murder.",2019,TV-MA,46,"['drama', 'crime', 'thriller']",['SE'],1.0,tt8686106,7.5,21077.0,13.813,7.3
ts223589,"Sex, Explained",SHOW,"From the biology of attraction to the history of birth control, explore the ins and outs of sex in this entertaining and enlightening series.",2020,TV-MA,22,['documentation'],['US'],1.0,tt11390530,6.9,3177.0,30.704,6.6
tm847998,Hubie Halloween,MOVIE,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it’s up to Hubie to save Halloween.",2020,PG-13,103,"['thriller', 'horror', 'fantasy', 'comedy']",['US'],,tt10682266,5.2,47588.0,13.584,6.0
ts275111,Rainbow High,SHOW,7 girls at Rainbow High must face challenges and learn to flaunt their true colors.,2020,TV-Y,6,"['comedy', 'family', 'animation']",['US'],3.0,tt13488080,6.4,116.0,5.195,9.8
tm814671,Secret Obsession,MOVIE,"Recuperating from trauma, Jennifer remains in danger as she returns to a life she doesn't remember.",2019,,97,"['thriller', 'drama']",['US'],,tt9419834,4.4,21011.0,16.496,5.5
ts237513,Ju-On: Origins,SHOW,A paranormal researcher searches obsessively for a cursed home where something terrible happened to a mother and her child long ago.,2020,TV-MA,29,"['thriller', 'drama', 'horror']",['JP'],1.0,tt12313914,6.1,4467.0,30.348,6.8
tm844250,Ala Vaikunthapurramuloo,MOVIE,"Fate plays a vital role in connecting the life of Bantu, a son who seeks validation from his cold-hearted father with the life of Raj, whose millionaire father wishes that he was more assertive.",2020,PG-13,165,"['drama', 'action', 'comedy']",['IN'],,tt9537292,7.5,14839.0,7.608,6.7
tm819950,Anima,MOVIE,"In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud.",2019,,15,['music'],"['CZ', 'FR', 'GB']",,tt10516984,,,6.23,7.4
tm885775,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,MOVIE,Kimmy's a famous author and she's about to marry a prince! But first she has to foil the Reverend's evil plot. It's your move: What should Kimmy do next?,2020,PG-13,80,"['comedy', 'romance', 'scifi']",['US'],,tt10324166,7.0,5211.0,8.216,6.5
tm936236,Cadaver,MOVIE,"In the aftermath of a nuclear disaster, a starving family find hope in a charismatic hotel owner. Lured by the prospect of a free dinner, they discover that the evening's entertainment blurs the lines between performance and reality. Will they wind up the spectators or the spectacle?",2020,,86,"['thriller', 'horror', 'drama']","['NO', 'FI']",,tt11284280,5.1,9608.0,33.009,5.6
tm890660,The Paramedic,MOVIE,"Unable to face his new reality in a wheelchair, Ángel develops a deadly obsession with the woman who left him and unleashes a sinister revenge plot.",2020,,94,"['thriller', 'action', 'crime', 'drama']",['ES'],,tt11127690,5.7,12092.0,11.171,6.1
ts88721,Special,SHOW,A gay man with mild cerebral palsy decides to rewrite his identity as an accident victim and finally go after the life he wants.,2019,TV-MA,26,"['comedy', 'drama']",['US'],2.0,tt9381622,7.6,9202.0,7.726,6.8
ts103209,Exhibit A,SHOW,"It centers on disgraced former prosecutor, Andrew Cho, whose career is sabotaged by the corrupt power brokers he's working to take down. But in losing everything, Andrew discovers something new: a life of purpose.",2019,TV-14,36,"['crime', 'family', 'documentation']",['US'],1.0,tt10376904,6.3,1030.0,6.77,7.4
ts223240,Itaewon Class,SHOW,"In a colorful Seoul neighborhood, an ex-con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality.",2020,TV-MA,69,"['drama', 'romance']",['KR'],1.0,tt11239552,8.2,12030.0,29.491,8.6
tm465724,See You Yesterday,MOVIE,"As two teen prodigies try to master the art of time travel, a tragic police shooting sends them on a series of dangerous trips to the past.",2019,,87,"['drama', 'action', 'crime', 'scifi', 'thriller']",['US'],,tt8743064,5.2,10663.0,8.034,5.6
ts87008,Turn Up Charlie,SHOW,A down-and-out DJ plots to rebuild his music career while working as a nanny for his famous best friend's wild 11-year-old daughter.,2019,TV-MA,26,"['drama', 'comedy', 'music']",['GB'],1.0,tt8304498,7.1,7251.0,8.437,7.2
ts89119,The Disappearance of Madeleine McCann,SHOW,"The documentary takes a detailed look at the disappearance of 3-year-old Madeleine McCann, who vanished while on holiday with her family.",2019,TV-14,59,"['crime', 'documentation']",['GB'],1.0,tt9879074,6.6,10286.0,7.645,6.8
ts242820,Floor is Lava,SHOW,"Teams compete to navigate rooms flooded with lava by leaping from chairs, hanging from curtains and swinging from chandeliers.",2020,TV-Y7,30,['reality'],['US'],2.0,tt12370124,5.3,2135.0,5.828,8.0
tm370530,Ride Like a Girl,MOVIE,"The story of Michelle Payne, the first female jockey to win the Melbourne Cup.",2019,PG,98,"['drama', 'sport']",['AU'],,tt7600382,7.0,3865.0,10.146,7.5
tm845415,Miss Americana,MOVIE,"A raw and emotionally revealing look at one of the most iconic artists of our time during a transformational period in her life as she learns to embrace her role not only as a songwriter and performer, but as a woman harnessing the full power of her voice.",2020,R,85,"['documentation', 'music']",['US'],,tt11388580,7.4,19151.0,19.363,7.9
tm827142,Dave Chappelle: Sticks & Stones,MOVIE,"Dave Chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in this defiant stand-up special.",2019,R,65,['comedy'],['US'],,tt10810424,8.4,25687.0,12.023,7.7
ts227385,Transformers: War for Cybertron: Siege,SHOW,"On their dying planet, the Autobots and Decepticons battle fiercely for control of the AllSpark in the Transformers universe's origin story.",2020,TV-14,13,['scifi'],['US'],3.0,,,,34.608,7.6
tm922788,The Babysitter: Killer Queen,MOVIE,"Two years after defeating a satanic cult led by his babysitter Bee, Cole's trying to forget his past and focus on surviving high school. But when old enemies unexpectedly return, Cole will once again have to outsmart the forces of evil.",2020,R,142,"['horror', 'comedy']",['US'],,tt11024272,5.8,37462.0,46.405,6.5
tm459512,To All the Boys: P.S. I Still Love You,MOVIE,Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.,2020,PG-13,102,"['romance', 'comedy', 'drama']",['US'],,tt9354842,6.0,37072.0,28.885,6.9
tm822246,The Forty-Year-Old Version,MOVIE,"Radha is a down-on-her-luck NY playwright, who is desperate for a breakthrough before 40. Reinventing herself as rapper RadhaMUSPrime, she vacillates between the worlds of Hip Hop and theater in order to find her true voice.",2020,R,123,"['comedy', 'drama']",['US'],,tt10642834,7.2,4940.0,6.271,6.8
ts251028,Detention,SHOW,"During the period of martial law in 1960s Taiwan, some teachers and students from Cui Hua High School were arrested for possessing banned books. A female student fell to her death and rumors spread of a ghost haunting the campus. Thirty years later, the draconian culture of the school remains unchanged as a new transfer student uncovers the dark secrets behind the school’s haunting.",2020,TV-MA,49,"['drama', 'horror', 'thriller']",['TW'],1.0,tt13175760,6.3,496.0,6.035,7.9
tm315348,Triple Threat,MOVIE,"A crime syndicate places a hit on a billionaire's daughter, making her the target of an elite assassin squad. A small band of down-and-out mercenaries protects her, fighting tooth and nail to stop the assassins from reaching their target.",2019,R,96,"['thriller', 'action']","['US', 'CN', 'TH']",,tt6644602,5.6,11115.0,35.141,6.3
tm849005,The Willoughbys,MOVIE,"When the four Willoughby children are abandoned by their selfish parents, they must learn how to adapt their Old-Fashioned values to the contemporary world in order to create something new: The Modern Family.",2020,PG,92,"['comedy', 'animation', 'drama', 'family', 'fantasy']",['CA'],,tt5206260,6.3,17878.0,18.838,7.2
ts106015,Kengan Ashura,SHOW,"A timid old man is summoned by his chairman to become the manager of Tokita Ohma, a highly skilled gladiator who only cares about fighting and winning in the Kengan matches.",2019,TV-MA,24,"['animation', 'action', 'sport']",['JP'],2.0,tt9058134,8.0,4719.0,112.314,8.3
tm839411,Me Against You: Mr. S's Vendetta,MOVIE,"A young couple who makes popular YouTube videos for children sets out to win an award, but an evil mastermind stands in the way of their success.",2020,,64,"['comedy', 'family', 'european']",['IT'],,tt11559652,1.7,362.0,6.597,8.3
ts89832,Abyss,SHOW,"After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they’ve come back to life in new bodies they don’t recognize.",2019,TV-14,61,"['scifi', 'crime', 'fantasy', 'romance', 'comedy']",['KR'],1.0,tt10055734,7.1,2131.0,15.513,8.4
tm446625,Miles Davis: Birth of the Cool,MOVIE,"A visionary, innovator, and originator who defied categorization and embodied the word cool—a foray into the life and career of musical and cultural icon Miles Davis.",2019,,115,"['documentation', 'music']",['US'],,tt9358200,7.4,1771.0,7.782,7.3
tm827501,Tall Girl,MOVIE,"Jodi, the tallest girl in her high school, has always felt uncomfortable in her own skin. But after years of slouching, being made fun of, and avoiding attention at all costs, Jodi finally decides to find the confidence to stand tall.",2019,PG,101,"['comedy', 'drama', 'family', 'romance']",['US'],,tt9252508,5.2,23071.0,46.356,6.4
ts225544,The Trials of Gabriel Fernandez,SHOW,A boy’s brutal murder and the public trials of his guardians and social workers prompt questions about the system’s protection of vulnerable children.,2020,TV-MA,55,"['crime', 'documentation']",['US'],1.0,tt11822998,8.1,10982.0,10.689,7.5
tm935878,Monsoon,MOVIE,"Kit can’t remember much of his native Vietnam. When he returns to the Land of the Golden Star for the first time in over thirty years, he takes in his local surroundings as any Western tourist would, and the environment is as exotic as the language is incomprehensible. The aim of Kit’s travels – to find a place to scatter his parents’ ashes – thus becomes part of a journey back to his roots and to the discovery of his identity, which external circumstances have rendered ambiguous and complex.",2020,,85,['drama'],['GB'],,,,,4.317,5.2
ts237751,Gameboys,SHOW,"Teenage streamer Cairo is caught off guard when he receives a video call from a new online rival called Gavreel. He is even more surprised when the handsome stranger asks him out.

Can two gamers make romance work during the COVID-19 pandemic lockdown, or will it be game over for their love story?",2020,TV-14,22,"['drama', 'comedy', 'romance']",['PH'],2.0,tt12508898,8.5,1066.0,5.135,8.5
tm428558,High Flying Bird,MOVIE,"During an NBA lockout, a sports agent, Ray Burke, presents his rookie client, Erick Scott, with an intriguing and controversial business opportunity.",2019,,90,"['drama', 'sport']",['US'],,tt8128188,6.2,8514.0,8.774,5.7
ts277126,Black Space,SHOW,An ordinary morning at a small-town High School turns into a nightmare when anonymous figures in masks have committed a massacre leaving four dead students.,2020,TV-MA,46,"['crime', 'drama', 'thriller']",['IL'],2.0,tt13660638,6.7,1758.0,3.891,7.3
ts84586,Spinning Out,SHOW,"Kat Baker is an up-and-coming, high-level single skater who is about to turn in her skates after a disastrous fall. When Kat seizes an opportunity to continue her career as a pair skater with a talented bad-boy partner, she risks exposing a fiercely kept secret that could unravel her entire life.",2020,TV-MA,50,"['drama', 'sport']",['US'],1.0,tt9117054,7.6,13692.0,22.568,8.2
tm822907,Patsy & Loretta,MOVIE,A story of the close friendship of country music stars Patsy Cline and Loretta Lynn.,2019,,88,"['drama', 'music']",['US'],,tt10016704,6.8,1000.0,3.459,6.6
ts267956,Ethos,SHOW,"A group of unique characters from dramatically different socio-cultural backgrounds meeting in startling circumstances in the vibrant and colorful city of Istanbul, some by chance and some by force of will.",2020,,48,['drama'],['TR'],1.0,,,,10.718,7.9
ts87986,Dolly Parton's Heartstrings,SHOW,"Eight stories celebrating family, faith, love and forgiveness come to life in this series inspired by Dolly Parton's iconic country music catalog.",2019,TV-14,67,"['drama', 'comedy', 'music']",['US'],1.0,tt8509922,7.6,2107.0,9.184,7.5
ts106126,The Bonfire of Destiny,SHOW,"After a devastating fire in 1897 Paris, three women find their lives upended by betrayal, deception, and romantic turmoil. Inspired by real events.",2019,TV-MA,50,"['drama', 'history']",['FR'],1.0,tt9050352,7.6,4442.0,15.25,7.4
tm850723,Altered Carbon: Resleeved,MOVIE,"On the planet Latimer, Takeshi Kovacs must protect a tattooist while investigating the death of a yakuza boss alongside a no-nonsense CTAC.",2020,,75,"['animation', 'drama', 'scifi', 'thriller', 'action', 'crime']",['JP'],,tt9310328,6.5,6030.0,101.184,6.5
tm854669,Taylor Tomlinson: Quarter-Life Crisis,MOVIE,"Comedian Taylor Tomlinson is halfway through her 20s — and she's over it. From dating losers to a failed engagement, she takes aim at her life choices.",2020,,61,['comedy'],['US'],,tt11738792,7.4,3595.0,6.145,7.4
tm914535,2 Hearts,MOVIE,"When illness strikes two people who are polar opposites, life and death bring them together in surprising ways.",2020,PG-13,100,"['romance', 'drama']",['US'],,tt5616176,6.2,3365.0,15.428,7.7
tm845535,Coded Bias,MOVIE,"Exploring the fallout of MIT Media Lab researcher Joy Buolamwini's startling discovery that facial recognition does not see dark-skinned faces accurately, and her journey to push for the first-ever legislation in the U.S. to govern against bias in the algorithms that impact us all.",2020,,86,['documentation'],"['GB', 'US', 'CN']",,tt11394170,6.7,2217.0,4.601,7.3
ts251094,Indian Matchmaking,SHOW,"Matchmaker Sima Taparia guides clients in the U.S. and India in the arranged marriage process, offering an inside look at the custom in a modern era.",2020,TV-14,35,"['reality', 'documentation', 'romance']","['IN', 'US']",1.0,tt12580168,6.2,3049.0,3.185,9.0
tm948128,Audrey,MOVIE,"An intimate look at Audrey Hepburn's life, with access to exclusive never-before-seen footage from her family's personal collection, providing an unprecedented and insightful view on Audrey, her life and her dreams, aspirations and her everlasting legacy.",2020,PG,100,"['documentation', 'history']","['CH', 'US']",,tt10731386,7.1,1867.0,6.316,7.1
ts89747,High Seas,SHOW,Two sisters discover disturbing family secrets after a string of mysterious deaths occur on a luxury ship traveling from Spain to Brazil in the 1940s.,2019,TV-MA,45,"['drama', 'crime', 'comedy']",['ES'],4.0,tt8961508,6.8,7154.0,20.952,7.0
tm853396,Dragonheart: Vengeance,MOVIE,"Lukas, a young farmer whose family is killed by savage raiders in the countryside, sets out on an epic quest for revenge, forming an unlikely trio with a majestic dragon and a swashbuckling, sword-fighting mercenary, Darius.",2020,PG-13,97,"['fantasy', 'european']",['US'],,,,,48.702,7.0
tm316311,Wasp Network,MOVIE,"Havana, Cuba, 1990. René González, an airplane pilot, unexpectedly flees the country, leaving behind his wife Olga and his daughter Irma, and begins a new life in Miami, where he becomes a member of an anti-Castro organization.",2019,R,128,"['drama', 'thriller', 'crime']","['BR', 'FR', 'ES', 'BE']",,tt6834140,5.9,10136.0,11.215,6.1
ts221293,The King: Eternal Monarch,SHOW,"When a gateway opens to a parallel universe in modern-day Korea, a king must step into another world in search of answers to a long-unanswered mystery.",2020,,71,['scifi'],['KR'],1.0,,,,47.02,8.5
tm496648,School Life,MOVIE,The daily life of a school located in Saint Denis.,2019,,111,"['comedy', 'drama', 'european']",['FR'],,tt8783532,6.5,2563.0,11.439,7.0
ts288350,Julie and the Phantoms,SHOW,Teenage Julie finds her passion for music and life while helping the Phantoms -- a trio of ghostly guys -- become the band they were never able to be.,2020,TV-G,2,"['scifi', 'music', 'comedy', 'drama', 'family', 'fantasy', 'documentation']",['US'],1.0,tt10183988,8.4,9461.0,16.219,8.6
tm902330,Ghosts of War,MOVIE,A group of World War II American soldiers encounter a supernatural enemy as they occupy a French castle previously under Nazi control.,2020,R,94,"['horror', 'thriller', 'fantasy', 'war']",['GB'],,tt6508228,5.5,9701.0,49.579,6.0
tm451548,The Fable,MOVIE,"Fable is a legendary yakuza hitman equal to none—but his boss orders him and his sultry associate to lay low and learn how to live a ""normal life"" in Osaka.",2019,,123,"['crime', 'comedy', 'action']",['JP'],,tt8676426,6.5,1689.0,4.487,6.5
ts188991,Someone Has to Die,SHOW,"The story begins with a young boy being asked by his parents to return to Spain to meet his fiance. He returns accompanied by Lazaro, a mysterious ballet dancer.",2020,TV-MA,50,"['crime', 'drama', 'thriller']","['MX', 'ES']",1.0,tt10311932,6.3,4718.0,10.557,7.3
tm810547,Night in Paradise,MOVIE,"An assassin named Tae-goo is offered a chance to switch sides with his rival Bukseong gang, headed by Chairman Doh. Tae-goo rejects the offer that results in the murder of his sister and niece. In revenge, Tae-goo brutally kills Chairman Doh and his men and flees to Jeju Island where he meets Jae-yeon, a terminally ill woman. Though, the henchman of the Bukseong gang, Executive Ma is mercilessly hunting Tae-goo to take revenge.",2020,,131,"['thriller', 'action', 'crime', 'drama']",['KR'],,tt12792418,6.7,6484.0,62.599,7.0
tm464557,The Perfect Date,MOVIE,"No beau? No problem! To earn money for college, a high schooler creates a dating app that lets him act as a stand-in boyfriend.",2019,PG-13,93,"['romance', 'comedy']",['US'],,tt8201170,5.8,37913.0,26.678,6.5
tm469008,How High 2,MOVIE,"When two jobless friends discover a hidden weed bible and the ultimate bud, they think that they’ve got it made…with 'seed' money to start a new snack delivery app. But, when nearly all of their stash and weed bible are stolen, the two potpreneurs set off on an outrageous, mind-bending adventure through Atlanta to find them. Stoned with supernatural powers, they search 'high' and low, stopping at nothing to recover their ticket to starting a legit business.",2019,,89,['comedy'],['US'],,tt8861802,3.0,1097.0,17.937,6.5
tm897732,Bigfoot Family,MOVIE,"Bigfoot, Adam's father, wants to use his fame for a good cause. Protecting a large wildlife reserve in Alaska sounds like the perfect opportunity! When Bigfoot mysteriously disappears without a trace, Adam and his animal friends will brave anything to find him again and save the nature reserve.",2020,G,97,"['animation', 'action', 'family']","['BE', 'FR']",,tt9204164,5.8,2609.0,13.949,7.1
ts268560,The Uncanny Counter,SHOW,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.",2020,TV-14,64,"['drama', 'action', 'fantasy', 'horror']",['KR'],1.0,tt13273826,8.0,5552.0,25.874,8.9
tm928541,Barbie: Princess Adventure,MOVIE,"With new friends in a new kingdom, Barbie learns what it means to be herself when she trades places with a royal lookalike in this musical adventure.",2020,G,72,"['music', 'animation', 'family']",['US'],,tt12767498,5.4,442.0,72.312,7.4
ts225460,Freud,SHOW,"Eager to make his name in 19th-century Vienna, a hungry young Sigmund Freud joins a psychic and an inspector to solve a string of bloody mysteries.",2020,TV-MA,54,['drama'],"['DE', 'AT']",1.0,,,,25.019,7.5
tm444247,This Changes Everything,MOVIE,"An investigative look and analysis of gender disparity in Hollywood, featuring accounts from well-known actors, executives and artists in the Industry.",2019,PG,97,['documentation'],['US'],,tt5795282,7.6,1507.0,6.284,6.3
ts224072,Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,"This limited series chronicles the incredible true story of Madam C.J. Walker, who was the first African American self-made millionaire.",2020,TV-MA,47,"['drama', 'history']",['US'],1.0,tt8771910,7.3,11586.0,15.211,7.5
ts83107,V Wars,SHOW,"After a mysterious disease begins transforming people into vampires, Dr. Luther Swann is pitted against his best friend, now a powerful vampire leader.",2019,TV-MA,42,"['scifi', 'drama', 'horror']",['US'],1.0,tt7403736,6.1,13531.0,25.554,7.8
tm467579,The Last Summer,MOVIE,"Standing on the precipice of adulthood, a group of friends navigate new relationships, while reexamining others, during their final summer before college.",2019,,109,"['comedy', 'romance']",['US'],,,,,16.247,6.0
ts216493,The Naked Director,SHOW,Follows the story of Toru Muranishi's unusual and dramatic life filled with big ambitions as well as spectacular setbacks in his attempt to turn Japan's porn industry on its head.,2019,TV-MA,51,"['drama', 'comedy']",['JP'],2.0,tt10477528,7.7,6052.0,36.331,7.5
tm500565,Friendsgiving,MOVIE,"Molly and Abbey, along with their crew of close friends and acquaintances, host a dysfunctional, comical and chaotic Thanksgiving dinner.",2020,R,95,"['comedy', 'drama']",['US'],,tt8431078,4.4,2782.0,7.559,4.7
tm452826,Poms,MOVIE,A woman moves into a retirement community and starts a cheerleading squad with her fellow residents.,2019,PG-13,91,"['comedy', 'drama', 'sport']","['US', 'GB']",,tt5125894,6.0,6085.0,11.395,6.6
tm475836,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,MOVIE,The Lonely Island spoofs Jose Canseco and Mark McGwire in this visual rap album set in the Bash Brothers' 1980s heyday.,2019,,30,['comedy'],['US'],,tt10376068,,,7.367,6.2
ts251067,The Baby-Sitters Club,SHOW,"In this contemporary take on the beloved book series, five best friends launch a baby-sitting business that's big on fun and adventure.",2020,TV-G,27,"['family', 'comedy', 'drama']",['US'],2.0,tt8690518,7.3,3786.0,25.625,8.0
tm977464,Youth v Gov,MOVIE,"How can we bring accountability over the climate crisis? This inspiring story of youth activism documents 21 activists from across the nation as they file a groundbreaking lawsuit against the United States. The case reveals evidence that the government has endangered their constitutional rights to life, liberty, and property by acting over six decades to create the climate crisis. Youth v Gov, produced by the company behind acclaimed films such as The Ivory Game and Step, shows the power of young people to lead.",2020,,110,['documentation'],[],,tt13192640,6.9,18.0,4.108,
ts108392,The Letter for the King,SHOW,"Tiuri, a teenage squire, answers a call for help that sends him on a perilous mission across the three kingdoms to deliver a secret letter to the King.",2020,TV-PG,47,"['fantasy', 'action', 'family', 'scifi']",['GB'],1.0,tt8741648,5.9,7376.0,7.854,7.1
tm451512,Close,MOVIE,"A counter-terrorism expert takes a job protecting a young heiress. After an attempted kidnapping puts both of their lives in danger, they must flee.",2019,R,95,"['thriller', 'action', 'drama']","['GB', 'US']",,tt6896584,5.7,24063.0,16.264,5.8
tm927286,Making The Witcher,MOVIE,"Journey into the extraordinary world of ""The Witcher"" — from casting the roles to Jaskier's catchy song — in this behind-the-scenes look at the series. Go behind the monsters, the ballads and every bit of magic that went into bringing The Witcher's Continent to life.",2020,PG-13,32,['documentation'],['GB'],,tt12987838,6.8,442.0,20.91,7.7
ts222606,Black Dog,SHOW,"Ko Ha-Neul dreamed of becoming a teacher, due to a teacher who helped her when she was young. Ko Ha-Neul now begins work as a temporary teacher at a private high school. While working there, she interacts with many people, including teachers Park Sung-Soon and Do Yeon-Woo. Both of whom are dedicated to their teaching jobs. Meanwhile, Ko Ha-Neul faces different problems at the school. As she works through those problems, Ko Ha-Neul grows as a person and a teacher.",2019,TV-14,80,['drama'],['KR'],1.0,tt11377920,7.7,129.0,2.334,9.0
