Country name,Year,Population,Population of children under the age of 1,Population of children under the age of 5,Population of children under the age of 15,Population under the age of 25,Population aged 15 to 64 years,Population older than 15 years,Population older than 18 years,Population at age 1,Population aged 1 to 4 years,Population aged 5 to 9 years,Population aged 10 to 14 years,Population aged 15 to 19 years,Population aged 20 to 29 years,Population aged 30 to 39 years,Population aged 40 to 49 years,Population aged 50 to 59 years,Population aged 60 to 69 years,Population aged 70 to 79 years,Population aged 80 to 89 years,Population aged 90 to 99 years,Population older than 100 years
Mongolia,1997,2381777,53840,273352,897530,1398755,1402040,1484239,1325606,53242,219512,321945,302233,260314,451556,349054,182915,114633,75969,37026,11592,1180,8
Mongolia,1998,2405156,52369,264473,889067,1396434,1433442,1516082,1354999,51952,212104,313377,311217,263835,459389,357886,194201,114901,77085,36447,11181,1157,7
Mongolia,1999,2428500,51740,258165,878313,1392655,1467143,1550179,1384629,50693,206425,301263,318885,268921,466915,365639,206844,115228,78531,36095,10867,1139,8
Mongolia,2000,2450988,50297,252868,862856,1385844,1504196,1588120,1416469,50190,202571,286814,323174,275909,473325,372575,221279,115877,80626,36477,10920,1132,12
Mongolia,2001,2472612,49162,247975,843559,1376874,1543657,1629039,1451183,48935,198813,273111,322473,284343,478752,379356,236872,117048,82779,37437,11307,1145,14
Mongolia,2002,2494622,49718,244860,824060,1368733,1583659,1670548,1487455,47889,195142,262761,316439,293260,483908,385956,252747,119156,84087,38631,11628,1175,14
Mongolia,2003,2516461,49900,242946,804082,1360381,1623835,1712365,1525255,48274,193046,255337,305799,301511,489250,392301,268623,122978,84658,39997,11824,1223,14
Mongolia,2004,2537955,50005,241318,784000,1351510,1663307,1753942,1564298,48288,191313,250240,292442,307893,495653,398781,283577,128554,84916,41234,12053,1281,13
Mongolia,2005,2559258,50528,240651,765179,1342554,1700689,1794066,1604052,48300,190123,246039,278489,311317,503738,405393,296792,135705,85158,42287,12330,1346,13
Mongolia,2006,2581245,52126,242014,750270,1334580,1734801,1830957,1643986,48852,189888,241932,266324,310530,513414,411650,308226,144448,85453,43261,12559,1416,18
Mongolia,2007,2605647,55208,246544,742097,1328851,1765058,1863528,1683508,50644,191336,238341,257212,304733,524070,417456,318248,154656,85883,44262,12726,1494,22
Mongolia,2008,2633896,59374,256204,741545,1326091,1792061,1892330,1721589,54075,196830,234622,250719,294812,535067,422964,327015,166111,86522,45338,12899,1602,21
Mongolia,2009,2666718,64003.996,271738,748305,1326706,1816724,1918395,1756600,58644,207734,230411,246156,282601,545670,428223,334564,178577,87289,46519,13194,1758,18
Mongolia,2010,2702527,65878,289825,759144,1328578,1840481,1943365,1788205,63612,223947,226784,242535,270181,555109,433580,341169,191774,88213,47744,13651,1944,18
Mongolia,2011,2743946,65035.004,305677,771552,1331124,1868159,1972372,1821357,65570,240642,227144,238731,259589,563885,440401,347695,205760,89790,49062,14170,2020,22
Mongolia,2012,2792354,66158,318950,787789,1336200,1898699,2004540,1856606,64969,252792,234114,234725,251161,570563,448526,354407,220376,92371,50399,14752,1985,25
Mongolia,2013,2845160,69343,330886,809528,1344381,1927683,2035604,1890665,66601,261543,247966,230676,245324,572309,456779,361154,235107,96087,51462,15422,1960,28
Mongolia,2014,2902826,72666,342322,836561,1356153,1955827,2066236,1923740,70168,269656,267506,226733,241406,569754,465829,368133,249599,101118,52343,16105,1949,29
Mongolia,2015,2964756,75278,355640,868274,1372120,1982662,2096452,1955206,73715,280362,288707,223927,237752,564156,476582,375851,262714,107463,53196,16794,1944,30
Mongolia,2016,3029559,76606,370641,903916,1392688,2008099,2125612,1985412,76306,294035,308747,224528,234258,555187,489200,383937,274131,115324,54118,17515,1942,31
Mongolia,2017,3096033,77052,383335,942784,1418288,2031572,2153218,2015298,77391,306283,328034,231415,231167,543119,502655,391871,284597,124423,55132,18283,1971,31
Mongolia,2018,3163994,77475,391410,984223,1451331,2052769,2179739,2045042,77528,313935,346822,245991,228150,528763,516187,400198,294322,134563,56336,19145,2075,32
Mongolia,2019,3232435,76877,393868,1026234,1487267,2072920,2206163,2074117,77719,316991,365930,266436,224727,512233,531245,408831,302913,146268,57715,19928,2303,38
Mongolia,2020,3294340,74465,389021,1060842,1516043,2093147,2233451,2102012,76871,314556,382803,289018,221994,495915,546171,417286,310149,158753,59451,21120,2612,47
Mongolia,2021,3347782,71912,379989,1085725,1539202,2114125,2262001,2127717,74305,308077,394218,311518,222633,481466,558126,425882,317545,170699,60713,22140,2797,56
Montenegro,1950,402266,11755,48802,142396,225070,228306,259865,232290,10570,37047,44836,48758,45025,63321,38052,38588,30103,24254,15194,4888,440,5
Montenegro,1951,409637,12441,52003,144291,229622,234111,265341,237342,11310,39562,43380,48908,45843,67594,37323,39529,30526,24354,14954,4788,430,5
Montenegro,1952,418821,13870,56710,147846,235528,239913,270970,242547,12272,42840,42564,48572,46583,71661,37220,40309,30964,24354,14755,4704,420,5
Montenegro,1953,427834,14324,61181,151454,240866,245352,276375,247542,13473,46857,42869,47404,47192,75033,37911,40812,31457,24285,14614,4653,418,5
Montenegro,1954,434973,13791,63628,153680,244110,250269,281288,252135,13594,49837,44681,45371,47684,77472,39359,40972,32032,24221,14507,4628,413,5
Montenegro,1955,441386,13499,64471,155449,246469,254928,285932,256774,13063,50972,47821,43157,48000,79363,41437,40787,32637,24223,14461,4613,411,5
Montenegro,1956,447687,13386,64338,157559,248683,259134,290123,261593,12837,50952,51573,41648,47735,80972,44025,40252,33289,24314,14519,4606,411,5
Montenegro,1957,453970,13313,63691,160329,250934,262627,293636,266473,12773,50378,55101,41537,46526,82448,47020,39369,34017,24557,14671,4615,413,5
Montenegro,1958,460327,13272,63204,163835,253321,265371,296487,271132,12754,49932,57568,43063,44409,83822,50297,38218,34790,25012,14869,4648,422,5
Montenegro,1959,466738,13223,63120,167788,255766,267618,298945,275185,12762,49897,58748,45920,41885,84990,53689,36983,35559,25663,15053,4695,428,5
Montenegro,1960,473055,13035,63042,171549,257970,269794,301501,278408,12745,50007,59114,49393,39803,85760,56963,35891,36254,26411,15219,4761,439,5
Montenegro,1961,479342,12895,62804,174612,259618,272430,304725,281055,12568,49909,59399,52409,39057,85893,60092,35196,36795,27003,15381,4851,457,5
Montenegro,1962,485549,12792,62342,176764,260642,275769,308780,283539,12418,49550,59898,54524,39940,85249,63042,35040,37235,27309,15533,4949,483,5
Montenegro,1963,491573,12559,61629,178007,261335,279742,313561,286273,12325,49070,60304,56074,42085,83945,65664,35439,37666,27468,15718,5069,507,5
Montenegro,1964,497449,12332,60813,178517,262108,284290,318925,289594,12130,48481,60447,57257,44973,82265,67977,36439,38012,27562,15963,5198,536,7
Montenegro,1965,503202,12140,60057,178458,263305,289339,324736,293668,11943,47917,60249,58152,48086,80512,70073,38088,38120,27633,16293,5360,571,8
Montenegro,1966,508911,11963,59338,177974,265213,294839,330928,298496,11789,47375,59837,58799,50958,78995,72011,40420,37866,27760,16717,5588,613,9
Montenegro,1967,514511,11783,58603,177127,267822,300715,337374,303908,11647,46820,59354,59170,53334,77981,73756,43359,37216,28034,17182,5853,659,10
Montenegro,1968,519972,11613,57909,175961,270883,306872,344001,309747,11492,46296,58821,59231,55223,77689,75155,46700,36280,28486,17654,6114,700,10
Montenegro,1969,525266,11450,57242,174537,274007,313138,350717,315882,11344,45792,58307,58988,56669,78297,76032,50183,35230,29124,18098,6344,740,12
Montenegro,1970,530271,11216,56492,172857,276728,319329,357400,322194,11200,45276,57859,58506,57702,79979,76232,53548,34257,29933,18451,6521,777,14
Montenegro,1971,535488,10986,55603,171208,278521,325516,364266,329042,10970,44617,57547,58058,58113,82815,75949,56668,33706,30831,18697,6677,810,14
Montenegro,1972,541275,10888,54720,169859,279298,331702,371401,336444,10749,43832,57249,57890,57958,86492,75379,59490,33736,31787,18863,6842,854,15
Montenegro,1973,547221,10861,54008,168688,279377,337706,378516,343823,10673,43147,56751,57929,57661,90500,74472,61941,34225,32831,18976,7011,899,17
Montenegro,1974,553233,10857,53539,167596,279019,343598,385616,351061,10666,42682,56034,58023,57438,94449,73376,64071,35164,33887,19079,7206,946,21
Montenegro,1975,559283,10871,53356,166519,278416,349431,392740,358163,10680,42485,55124,58039,57383,97996,72304,65973,36631,34782,19227,7442,1002,24
Montenegro,1976,565348,10913,53427,165439,277770,355198,399883,365148,10713,42514,54179,57833,57534,100869,71439,67754,38735,35289,19479,7719,1065,26
Montenegro,1977,571417,10986,53663,164396,277240,360851,406993,372034,10776,42677,53430,57303,57845,103017,70921,69444,41470,35294,19861,8006,1135,28
Montenegro,1978,577418,11096,54039,163467,276930,366348,413921,378773,10868,42943,52967,56461,58200,104621,70826,70941,44671,34875,20322,8264,1201,30
Montenegro,1979,583341,11250,54579,162768,276892,371690,420540,385345,10998,43329,52790,55399,58465,105888,71252,72103,48084,34182,20852,8464,1250,33
Montenegro,1980,589334,11416,55282,162432,277149,376956,426867,391852,11175,43866,52880,54270,58499,107043,72292,72792,51418,33403,21510,8618,1292,35
Montenegro,1981,594074,11146,55502,161908,276467,381603,432129,397710,11299,44356,53119,53287,57888,108068,74153,72874,54119,32674,22333,8693,1327,37
Montenegro,1982,596976,10661,54952,160975,274344,385391,435962,402480,10995,44291,53376,52647,56615,108735,76869,72321,56061,32051,23289,8674,1347,39
Montenegro,1983,599337,10511,54185,160182,271910,388840,439114,406560,10552,43674,53639,52358,55199,108991,80132,71281,57706,31534,24299,8607,1365,41
Montenegro,1984,601826,10486,53429,159631,269616,392106,442152,410319,10428,42943,53911,52291,53932,108871,83595,69965,59327,31150,25305,8600,1407,43
Montenegro,1985,604622,10474,52753,159259,267537,395233,445314,413934,10421,42279,54148,52358,52926,108387,86962,68597,61028,31056,26149,8722,1487,49
Montenegro,1986,607633,10470,52393,159017,265735,398275,448561,417410,10425,41923,54129,52495,52242,107578,89923,67364,62819,31525,26548,8970,1592,55
Montenegro,1987,610820,10465,52361,158864,264259,401295,451894,420820,10432,41896,53841,52662,51875,106509,92260,66420,64576,32740,26448,9347,1719,62
Montenegro,1988,614277,10458,52411,158778,263147,404393,455426,424343,10440,41953,53540,52827,51740,105312,93931,65904,66111,34655,26063,9842,1868,73
Montenegro,1989,617866,10448,52460,158765,262412,407512,459017,427889,10444,42012,53333,52972,51731,104118,94986,65932,67251,37072,25531,10387,2009,84
Montenegro,1990,621450,10422,52481,158800,262016,410495,462555,431366,10441,42059,53259,53060,51787,103044,95516,66581,67867,39763,24925,10951,2121,95
Montenegro,1991,624961,10306,52324,158708,261656,413167,466145,434907,10406,42018,53325,53059,51841,102111,95719,67957,67893,42535,24302,11577,2210,108
Montenegro,1992,627669,9877,51451,157699,260114,415503,469853,438639,10226,41574,53242,53006,51734,101112,96068,70262,67435,45202,23585,12203,2252,117
Montenegro,1993,629560,9484,50038,155898,257587,417325,473539,442379,9765,40554,52876,52984,51562,99932,96545,73367,66590,47683,22811,12793,2256,123
Montenegro,1994,630973,9367,48710,154027,255213,418589,476819,445676,9387,39343,52319,52998,51506,98756,96696,76855,65401,50049,22104,13229,2223,127.00001
Montenegro,1995,632066,9275,47521,152087,252981,419596,479850,448712,9267,38246,51588,52978,51518,97675,96503,80498,63961,52348,21707,13447,2193,129
Montenegro,1996,633014,9171,46483,150044,250838,420610,482838,451656,9181,37312,50739,52822,51588,96779,96007,83827,62608,54493,21950,13384,2202,132
Montenegro,1997,633610,9011,45670,147771,248652,421758,485704,454384,9078,36659,49635,52466,51746,96141,95222,86333,61782,56288,22980,12985,2227,135
Montenegro,1998,633912,8829,44997,145244,246478,422923,488531,457004,8908,36168,48362,51885,51998,95813,94037,88153,61431,57682,24710,12431,2276,137
Montenegro,1999,633728,8655,44270,142548,244242,423834,491046,459384,8713,35615,47236,51042,52231,95767,92556,89408,61548,58719,26721,11792,2304,134
Montenegro,2000,633330,8543,43480,139833,241889,424400,493370,461812,8534,34937,46308,50045,52332,95976,90941,90056,62327,59409,28797,11203,2329,127.00001
Montenegro,2001,633062,8527,42755,137289,239473,424633,495653,464504,8427,34228,45474,49060,52164,96365,89338,90458,63770,59596,30818,10752,2392,120
Montenegro,2002,632745,8540,42243,134909,237012,424576,497724,467104,8422,33703,44667,47999,51681,96930,87862,90703,65782,59285,32670,10349,2462,112
Montenegro,2003,632356,8559,42009,132761,234545,424192,499491,469444,8453,33450,43897,46855,50861,97809,86382,90487,68522,58561,34397,9960,2512,104
Montenegro,2004,632550,8507,41972,131103,231815,423807,501348,472076,8456,33465,43205,45926,49579,98490,85618,89908,71986,57390,36154,9677,2546,99
Montenegro,2005,632885,8275,41732,129642,228637,423613,503148,474819,8355,33457,42547,45363,48115,98599,85620,89267,75883,55719,37845,9569,2531,95
Montenegro,2006,632551,7995,41025,127982,225119,423655,504475,476953,8101,33030,41994,44963,46850,98234,85792,88646,79252,54294,39274,9707,2426,94
Montenegro,2007,631931,7914,40088,126209,221415,424150,505628,478462,7836,32174,41676,44445,45800,97555,86127,87970,81444,53817,40417,10233,2265,94
Montenegro,2008,631475,8002,39335,124618,217796,424848,506763,479724,7817,31333,41373,43910,44969,96517,86654,86996,83198,53771,41414,11134,2110,94
Montenegro,2009,631187,8108,39086,123320,214618,425664,507772,480859,7984,30978,40889,43345,44528,95012,87198,85915,84488,54146,42306,12200,1979,95
Montenegro,2010,631048,8146,39408,122015,211922,426998,508935,482103,8142.9995,31262,40004,42603,44564,93238,87650,85000,85043,55242,43021,13292,1885,98
Montenegro,2011,631801,7821,39747,120665,209773,428794,511035,484261,8168.9995,31926,38948,41970,44714,92007,88327,84214,85601,56674,43353,14317,1828,101
Montenegro,2012,633053,7628,39721,119567,207926,429975,513382,486799,7809,32093,38265,41581,44385,91302,89320,83502,86087,58600,43205,15202,1779,104
Montenegro,2013,633951,7760,39462,118729,206239,430227,515116,489063,7611,31702,38128,41139,43804,90239,90351,82873,86101,61189,42777,16041,1741,106
Montenegro,2014,634301,7789,39034,118089,204751,429280,516104,490781,7734,31245,38506,40549,43115,88913,91030,82498,85619,64248,42051,16898,1732,108
Montenegro,2015,633969,7739,38542,117439,203202,427247,516424,491625,7758,30803,39142,39755,42183,87714,91365,82243,84932,67659,40858,17712,1758,106
Montenegro,2016,633264,7732,38411,116679,201579,425193,516486,491937,7707,30679,39487,38781,41399,86559,91391,82120,84327,70432,39998,18424,1836,99
Montenegro,2017,632445,7727,38484,115941,199757,423038,516413,491902,7699,30757,39392,38065,40914,85201,91152,82303,83576,72255,39945,19064,2003,91
Montenegro,2018,631459,7574,38292,115276,197848,420369,516100,491749,7695,30718,39079,37905,40424,83948,90473,82857,82529,73852,40099,19676,2242,83
Montenegro,2019,630403,7435,37947,114848,196091,417266,515478,491721,7545,30512,38628,38273,39835,82957,89367,83560,81438,74943,40633,20243,2502,77
Montenegro,2020,629058,7233,37466,114526,194176,414092,514459,491528,7411,30233,38144,38916,39092,82213,88132,84299,80518,75261,41661,20565,2718,73
Montenegro,2021,627856,7019,36805,114154,192427,411615,513634,491372,7220,29786,38054,39295,38250,81848,87054,85071,79715,75541,42760,20526,2869,68
Montserrat,1950,13011,414,2236,5679,7662,6302,7332,6634,439,1822,1917,1526,1099,1761,1522,950,690,541,555,214,0,0
Montserrat,1951,12997,419,2165,5688,7641,6310,7309,6595,392,1746,1968,1555,1108,1677,1550,975,714,531,534,220,0,0
Montserrat,1952,12960,415,2077,5677,7606,6306,7283,6553,397,1662,2026,1574,1122,1584,1563,1001,738,538,518,219,0,0
Montserrat,1953,13074,410,1985,5723,7730,6409,7351,6580,394,1575,2108,1630,1188,1560,1572,1028,756,548,491,208,0,0
Montserrat,1954,13382,421,1959,5838,8037,6657,7544,6703,391,1538,2146,1733,1306,1637,1586,1062,762,543,451,196,1,0
Montserrat,1955,13452,448,1989,5845,8127,6746,7607,6739,397,1541,2072,1784,1355,1656,1534,1103,787,557,422,189,4,0
Montserrat,1956,13231,446,1993,5721,7949,6630,7510,6663,414,1547,1952,1776,1325,1586,1416,1134,841,593,418,187,10,0
Montserrat,1957,12961,417,1967,5581,7754,6481,7380,6549,411,1550,1852,1762,1298,1516,1287,1142,895,624,417,187,14,0
Montserrat,1958,12655,384,1909,5418,7544,6306,7237,6411,384,1525,1782,1727,1281,1442,1155,1119,947,658,429,188,18,0
Montserrat,1959,12345,369,1830,5255,7341,6113,7090,6262,352,1461,1761,1664,1274,1363,1027,1059,1001,702,449,193,22,0
Montserrat,1960,12128,374,1764,5117,7199,6006,7011,6178,343,1390,1750,1603,1281,1325,945,1007,1042,731,465,191,24,0
Montserrat,1961,12018,366,1720,4990,7109,6022,7028,6196,352,1354,1711,1559,1293,1352,919,983,1058,746,468,185,24,0
Montserrat,1962,11949,353,1689,4876,7029,6072,7073,6247,347,1336,1664,1523,1300,1398,906,976,1065,758,470,178,22,0
Montserrat,1963,11889,345,1678,4778,6945,6099,7111,6294,339,1333,1611,1489,1294,1435,893,970,1066,777,480,175,21,0
Montserrat,1964,11819,338,1669,4694,6864,6109,7125,6320,334,1331,1573,1452,1281,1465,881,963,1062,798,484,171,20,0
Montserrat,1965,11749,333,1651,4628,6785,6089,7121,6339,329,1318,1557,1420,1258,1484,868,953,1052,822,490,175,19,0
Montserrat,1966,11677,329,1634,4581,6712,6040,7096,6341,325,1305,1553,1394,1228,1486,854,939,1040,852,498,182,17,0
Montserrat,1967,11612,323,1620,4553,6659,5972,7059,6330,322,1297,1560,1373,1194,1480,841,923,1025,884,501,194,17,0
Montserrat,1968,11545,316,1603,4541,6611,5877,7004,6297,317,1287,1574,1364,1155,1467,823,900,1009,919,502,210,19,0
Montserrat,1969,11472,307,1581,4541,6568,5756,6931,6241,311,1274,1586,1374,1114,1446,796,877,989,956,503,228,22,0
Montserrat,1970,11423,293,1541,4520,6544,5693,6903,6216,302,1248,1584,1395,1102,1463,772,854,970,976,505,237,24,0
Montserrat,1971,11431,279,1481,4456,6524,5747,6975,6271,286,1202,1565,1410,1125,1538,766,842,957,978,508,236,25,0
Montserrat,1972,11464,271,1422,4382,6493,5838,7082,6358,273,1151,1543,1417,1151,1631,777,825,943,977,522,232,24,0
Montserrat,1973,11496,264,1371,4304,6449,5926,7192,6452,266,1107,1515,1418,1175,1707,809,799,933,973,543,230,23,0
Montserrat,1974,11532,256,1329,4227,6401,6008,7305,6555,260,1073,1478,1420,1197,1762,857,777,921,965,574,229,23,0
Montserrat,1975,11553,246,1290,4146,6348,6083,7407,6653,252.99998,1044,1438,1418,1210,1812,911,759,904,954,605,228,24,0
Montserrat,1976,11577,236,1254,4065,6289,6157,7512,6757,244,1018,1395,1416,1217,1853,972,744,888,948,633,232,25,0
Montserrat,1977,11576,223,1205,3974,6210,6221,7602,6845,232,982,1356,1413,1219,1877,1044,736,871,940,651,240,24,0
Montserrat,1978,11567,212,1151,3874,6122,6283,7693,6931,218,939,1327,1396,1222,1894,1116,736,853,932,665,250,25,0
Montserrat,1979,11541,191,1080,3753,6014,6346,7788,7014,205,889,1303,1370,1236,1903,1184,737,838,919,677,264,30,0
Montserrat,1980,11472,184,1009,3613,5891,6408,7859,7075,185,825,1266,1338,1251,1917,1245,739,821,902,680,270,34,0
Montserrat,1981,11392,202,969,3468,5770,6489,7924,7139,180,767,1203,1296,1264,1938,1307,741,809,884,676,267,38,0
Montserrat,1982,11321,210,959,3331,5653,6576,7990,7214,198,749,1125,1247,1269,1958,1367,753,796,871,677,260,39,0
Montserrat,1983,11257,210,966,3216,5545,6645,8041,7285,207,756,1046,1204,1251,1986,1411,785,771,864,677,255,41,0
Montserrat,1984,11192,212,994,3121,5439,6690,8071,7346,209,782,970,1157,1215,2015,1446,820,743,862,674,256,40,0
Montserrat,1985,11133,214,1033,3043,5338,6728,8090,7399,213,819,909,1101,1174,2041,1478,855,723,861,666,256,36,0
Montserrat,1986,11098,213,1059,2986,5241,6748,8112,7447,216,846,890,1037,1127,2060,1505,893,705,865,663,258,36,0
Montserrat,1987,11045,208,1071,2940,5138,6740,8105,7465,215,863,899,970,1075,2070,1518,935,691,865,660,258,33,0
Montserrat,1988,10986,199,1068,2906,5025,6703,8080,7469,210,869,931,907,1027,2059,1526,976,686,857,657,260,32,0
Montserrat,1989,10918,185,1043,2877,4908,6649,8041,7460,200,858,984,850,981,2036,1535,1011,687,850,648,261,32,0
Montserrat,1990,10828,165,987,2845,4780,6581,7983,7435,184,822,1046,812,930,1996,1546,1046,691,837,643,263,31,0
Montserrat,1991,10593,155,904,2768,4574,6429,7825,7321,160,749,1067,797,863,1923,1540,1074,683,809,642,260,31,0
Montserrat,1992,10131,147,800,2603,4257,6168,7528,7074,145,653,1021,782,786,1806,1503,1083,671,751,637,259,32,0
Montserrat,1993,9571,125,695,2396,3905,5872,7175,6768,136,570,935,766,710,1669,1455,1073,670,677,626,263,32,0
Montserrat,1994,8982,104,603,2184,3554,5561,6798,6429,116,499,828,753,634,1531,1397,1054,668,605,608,268,33,0
Montserrat,1995,8365,89,525,1966,3202,5236,6399,6063,97,436,711,730,568,1392,1324,1034,657,547,580,263,34,0
Montserrat,1996,7737,77,455,1747,2855,4902,5990,5680,84,378,606,686,517,1242,1253,996,651,497,543,257,34,0
Montserrat,1997,7092,69,394,1535,2521,4550,5557,5265,73,325,519,622,469,1093,1172,941,639,463,499,248,33,0
Montserrat,1998,6435,65,352,1337,2204,4185,5098,4824,66,287,441,544,424,955,1075,877,621,434,442,237,33,0
Montserrat,1999,5790,64,328,1159,1909,3809,4631,4379,64,264,375,456,388,819,967,809,596,416,384,219,33,0
Montserrat,2000,5166,66,319,1014,1649,3415,4152,3925,64,253,324,371,344,683,853,739,569,396,334,195,39,0
Montserrat,2001,4727,60,313,926,1484,3133,3801,3596,66,253,297,316,310,584,775,687,563,373,298,170,41,0
Montserrat,2002,4627,51,306,905,1449,3076,3722,3529,61,255,299,300,311,545,758,672,585,372,283,157,39,0
Montserrat,2003,4652,49,296,903,1461,3107,3749,3562,53,247,313,294,318,540,757,678,606,388,271,153,38,0
Montserrat,2004,4682,51,287,905,1487,3139,3777,3592,51,236,327,291,317,545,755,687,621,404,261,151,36,0
Montserrat,2005,4717,52,277,909,1506,3170,3808,3624,52,225,333,299,310,557,747,699,639,414,258,151,33,0
Montserrat,2006,4756,53,273,920,1526,3203,3836,3654,54,220,335,312,304,572,730,721,647,424,256,151,31,0
Montserrat,2007,4793,55,278,934,1545,3233,3859,3683,55,223,332,324,300,579,711,746,649,437,259,149,29,0
Montserrat,2008,4836,57,287,956,1565,3253,3880,3709,57,230,327,342,294,585,703,763,652,447,264,147,25,0
Montserrat,2009,4896,60,297,974,1585,3281,3922,3745,59,237,321,356,296,598,698,778,650,457,273,148,24,0
Montserrat,2010,4960,62,307,986,1608,3328,3974,3777,62,245,321,358,313,607,686,792,657,470,278,147,24,0
Montserrat,2011,4989,53,302,974,1609,3359,4015,3796,63,249,318,354,331,611,667,804,660,495,278,142,27,0
Montserrat,2012,4999,44,289,958,1604,3375,4041,3817,54,245,317,352,345,616,649,810,657,524,278,134,28,0
Montserrat,2013,5035,46,281,951,1606,3408,4084,3866,47,235,323,347,360,621,643,813,663,542,289,125,28,0
Montserrat,2014,5075,47,272,946,1615,3441,4129,3911,49,225,333,341,371,627,644,812,671,555,298,124,27,0
Montserrat,2015,5083,48,254,927,1608,3456,4156,3937,48,206,335,338,366,639,646,803,681,569,304,123,25,0
Montserrat,2016,5108,49,249,914,1611,3471,4194,3974,50,200,329,336,363,654,653,781,705,576,311,127,24,0
Montserrat,2017,4723,50,191,761,1437,3255,3961,3756,33,141,264,306,351,587,565,728,721,582,306,100,21,1
Montserrat,2018,4381,42,143,621,1284,3064,3759,3570,35,101,199,279,333,540,480,686,734,583,307,83,13,1
Montserrat,2019,4528,36,180,656,1337,3137,3871,3688,49,144,191,285,323,599,510,678,745,577,323,107,9,1
Montserrat,2020,4526,40,193,640,1309,3129,3886,3708,37,153,168,279,312,624,512,649,749,578,340,112,10,0
Montserrat,2021,4438,41,196,595,1243,3077,3843,3668,37,155,140,259,299,633,490,610,756,574,364,108,9,0
More developed regions,1950,806252900,18306018,81664090,221791400,360235780,522666750,584452540,543885250,17686922,63358068,67345944,72781370,67791330,133888540,108080540,104772200,77825460,54891460,29052712,7541976,608313,8962
More developed regions,1951,815364740,17761810,84877780,224138190,362917500,528207070,591216900,549651460,17777448,67115970,67012150,72248260,68096830,135365250,108106900,106298510,79612310,55746476,29663528,7718282,608793,9679
More developed regions,1952,824657600,17780610,86412800,226172450,365312670,534173000,598475460,555713600,17290324,68632190,68727064,71032590,69261600,136331100,108087950,107768216,81603210,56577264,30293890,7937294,614961,9660
More developed regions,1953,834404400,17487722,87341710,228469250,367567680,540176000,605925700,562240450,17599028,69853980,71461780,69665770,70624580,136505940,108692630,109194540,83693270,57422956,30955468,8209225,627074,9485
More developed regions,1954,844461760,17543546,87330650,231160370,370116100,546051300,613292100,569448960,17310790,69787100,75366030,68463690,71576130,136697630,109907350,110332376,85622640,58357630,31665924,8489734,642667,9283
More developed regions,1955,854686600,17614812,87247230,234323580,372986880,551588500,620353860,577094500,17386182,69632424,79844744,67231600,71849390,137193620,111890024,110535800,87593760,59388932,32425604,8812307,664426,9168
More developed regions,1956,864915260,17722520,87506344,237933630,376319300,556693600,626972400,584687940,17477868,69783820,83443250,66984040,71349970,137546450,115268320,109767740,89519780,60527450,33163794,9141636,687255,9268
More developed regions,1957,875101250,17846054,87626050,242058290,380263600,561297860,633033500,591750850,17595198,69779990,85580080,68852160,70156310,137744900,119766610,108160980,91402220,61706652,33914984,9470043,710758,9524
More developed regions,1958,885815940,17929688,87873510,246135360,384437900,566251300,639669570,599078100,17661998,69943820,85512460,72749384,69271100,137825140,124636630,106002290,93389040,63085224,34876720,9817363,766101,10951
More developed regions,1959,896588160,17981392,87998500,250355460,388677730,570904960,646219500,606512060,17689456,70017100,85154104,77202856,68263860,137844220,128830620,104458344,95418500,64560280,35839028,10174306,830345,13169
More developed regions,1960,906939600,18010406,88311440,255132030,392929700,574624060,651792600,612893100,17779384,70301040,85782300,81038280,66566270,137830100,131771656,104072530,97292824,66221690,36636496,10525771,875272,14917
More developed regions,1961,917446200,18010912,88685070,258745090,396703500,579547970,658684860,618822200,17861416,70674160,86132800,83927224,66355760,137971650,133802540,104209920,99072740,67999310,37465270,10889000,918664,16297.001
More developed regions,1962,927762050,17885046,88878510,260216770,399944830,586502600,667528260,624518850,17872106,70993464,86329110,85009150,68878740,137950340,135265060,104425660,100785390,69824190,38209532,11230882,958429,17017
More developed regions,1963,937746900,17716924,88801230,260794080,402873600,594050200,676935400,629842300,17752374,71084300,86952536,85040300,72671000,137815500,135719470,105269310,102308344,71711650,38896680,11546239,997202,17378
More developed regions,1964,947678460,17534260,88438770,261206050,405661660,601506370,686454400,636504500,17595970,70904510,87555140,85212136,76633580,137832780,135596140,106580450,103648750,73478050,39700920,11937431,1046305,18015
More developed regions,1965,957216960,17178632,87640216,261631120,408210980,608341570,695567200,645089700,17425468,70461580,88091650,85899256,80476136,137354350,135699250,108590990,104119870,75290580,40573690,12358686,1103695,18586
More developed regions,1966,965987900,16594311,86270100,261185760,410371260,615210560,704783170,654157250,17084386,69675784,88592130,86323530,83425820,137411740,135911620,112191256,103346050,77093200,41493772,12750297,1159383,19030
More developed regions,1967,974462900,16330678,84785040,260257780,412938240,622151940,714185400,663218700,16504250,68454360,88826050,86646690,84595490,138983550,136279650,116858210,101639890,78991180,42446080,13178389,1212997,19704
More developed regions,1968,982786800,16329218,83458240,259653310,416134050,628655170,723113150,671856450,16252207,67129020,88763760,87431320,84752536,141183870,136662620,121650824,99677100,80951740,43348644,13629717,1256085,20325
More developed regions,1969,990891300,16208232,82216620,258807310,419494140,635347400,732062850,680671700,16272327,66008396,88445440,88145250,85029220,143568110,136868110,125787000,98348616,82861240,44239590,14062019,1298961,21172
